formulaRank	molecularFormula	adduct	precursorFormula	ZodiacScore	SiriusScoreNormalized	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks(ppm)	medianAbsoluteMassErrorFragmentPeaks(ppm)	massErrorPrecursor(ppm)	lipidClass	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	compoundId	mappingFeatureId	overallFeatureQuality
8	C16H23N5O2	[M + K]+	C16H23KN5O2+		0.000	21.820	21.820	0.000	15	0.968	-3.414	3.586	4.680		356.150	1048	17.463	852609741298227863	852601249849544372	852601249849544371	1668	
9	C17H25NO5S	[M + H]+	C17H26NO5S+		0.000	21.745	20.337	1.408	12	0.895	-3.876	3.876	-7.357		356.150	1048	17.463	852609741298227864	852601249849544372	852601249849544371	1668	
10	C18H23NO5	[M + Na]+	C18H23NNaO5+		0.000	21.681	20.878	0.804	14	0.961	-3.384	3.436	8.863		356.150	1048	17.463	852609741298227865	852601249849544372	852601249849544371	1668	
1	C21H20O12	[M + H]+	C21H21O12+		0.998	52.631	44.242	8.389	14	0.996	-4.464	4.464	1.887		465.104	1048	17.465	852609697186728575	852601250063453906	852601250063453905	1674	
2	C22H16N4O8	[M + H]+	C22H17N4O8+		0.002	46.614	38.221	8.392	14	0.996	-4.464	4.464	-0.989		465.104	1048	17.465	852609697186728576	852601250063453906	852601250063453905	1674	
3	C20H18N4O8	[M + Na]+	C20H18N4NaO8+		0.000	42.142	34.976	7.166	14	0.996	-4.464	4.464	4.184		465.104	1048	17.465	852609697186728577	852601250063453906	852601250063453905	1674	
4	C22H22N2O7	[M + K]+	C22H22KN2O7+		0.000	38.531	35.966	2.565	14	0.996	-4.464	4.464	-4.793		465.104	1048	17.465	852609697186728578	852601250063453906	852601250063453905	1674	
5	C15H21N4O11P	[M + H]+	C15H22N4O11P+		0.000	37.653	33.389	4.264	14	0.996	-4.464	4.464	4.105		465.104	1048	17.465	852609697186728579	852601250063453906	852601250063453905	1674	
6	C18H15FN8O5	[M + Na]+	C18H15FN8NaO5+		0.000	35.803	28.647	7.155	13	0.987	-4.798	4.798	-1.149		465.104	1048	17.465	852609697186728580	852601250063453906	852601250063453905	1674	
7	C17H22N4O8S	[M + Na]+	C17H22N4NaO8S+		0.000	35.327	30.992	4.335	14	0.996	-4.464	4.464	-3.065		465.104	1048	17.465	852609697186728581	852601250063453906	852601250063453905	1674	
8	C23H17F3N2O4	[M + Na]+	C23H17F3N2NaO4+		0.000	34.275	26.305	7.970	13	0.987	-5.263	5.263	0.790		465.104	1048	17.465	852609697186728582	852601250063453906	852601250063453905	1674	
9	C20H21F3N2O5	[M + K]+	C20H21F3KN2O5+		0.000	30.913	27.234	3.679	13	0.987	-5.263	5.263	0.463		465.104	1048	17.465	852609697186728583	852601250063453906	852601250063453905	1674	
10	C19H24NO10	[M + K]+	C19H24KNO10+		0.000	29.806	27.249	2.558	14	0.996	-4.464	4.464	0.970		465.104	1048	17.465	852609697186728584	852601250063453906	852601250063453905	1674	
1	C15H21N4O11P	[M - H]-	C15H20N4O11P-		0.301	42.773	37.574	5.199	13	0.993	-3.371	3.371	-1.031		463.087	1050	17.494	852609732997699489	852601201736676573	852601201732482268	345	
2	C14H19N4O9P	[M + CH2O2 - H]-	C15H20N4O11P-		0.301	42.773	37.574	5.199	13	0.993	-3.371	3.371	-1.031		463.087	1050	17.494	852609732997699490	852601201736676573	852601201732482268	345	
3	C19H19F3O10	[M - H]-	C19H18F3O10-		0.107	41.736	34.596	7.140	12	0.988	0.522	0.979	2.019		463.087	1050	17.494	852609732997699491	852601201736676573	852601201732482268	345	
4	C18H17F3O8	[M + CH2O2 - H]-	C19H18F3O10-		0.107	41.736	34.596	7.140	12	0.988	0.522	0.979	2.019		463.087	1050	17.494	852609732997699492	852601201736676573	852601201732482268	345	
5	C17H16N6O10	[M - H]-	C17H15N6O10-		0.031	40.492	34.112	6.381	14	0.997	0.796	1.010	2.539		463.087	1050	17.494	852609732997699493	852601201736676573	852601201732482268	345	
6	C16H14N6O8	[M + CH2O2 - H]-	C17H15N6O10-		0.031	40.492	34.112	6.381	14	0.997	0.796	1.010	2.539		463.087	1050	17.494	852609732997699494	852601201736676573	852601201732482268	345	
7	C16H20F4O11	[M - H]-	C16H19F4O11-		0.020	40.082	34.979	5.103	13	0.993	-3.527	3.887	-0.449		463.087	1050	17.494	852609732997699495	852601201736676573	852601201732482268	345	
8	C15H18F4O9	[M + CH2O2 - H]-	C16H19F4O11-		0.020	40.082	34.979	5.103	13	0.993	-3.527	3.887	-0.449		463.087	1050	17.494	852609732997699496	852601201736676573	852601201732482268	345	
9	C23H17FN4O4S	[M - H]-	C23H16FN4O4S-		0.017	39.893	35.332	4.561	13	0.993	-2.960	2.960	-3.213		463.087	1050	17.494	852609732997699497	852601201736676573	852601201732482268	345	
10	C22H15FN4O2S	[M + CH2O2 - H]-	C23H16FN4O4S-		0.017	39.893	35.332	4.561	5	0.848	-3.533	3.533	-3.213		463.087	1050	17.494	852609732997699498	852601201736676573	852601201732482268	345	
1	C19H27F3N4O5	[M - H]-	C19H26F3N4O5-		0.500	36.415	30.255	6.160	14	0.940	-0.444	1.664	-0.376		447.186	1050	17.498	852609746725657698	852601201384355007	852601201384355006	339	
2	C18H25F3N4O3	[M + CH2O2 - H]-	C19H26F3N4O5-		0.500	36.415	30.255	6.160	12	0.910	-0.988	1.389	-0.376		447.186	1050	17.498	852609746725657699	852601201384355007	852601201384355006	339	
3	C16H28N6O9	[M - H]-	C16H27N6O9-		0.000	26.133	21.033	5.101	15	0.947	-0.476	1.871	3.153		447.186	1050	17.498	852609746725657700	852601201384355007	852601201384355006	339	
4	C15H26N6O7	[M + CH2O2 - H]-	C16H27N6O9-		0.000	26.133	21.033	5.101	14	0.890	-0.322	1.609	3.153		447.186	1050	17.498	852609746725657701	852601201384355007	852601201384355006	339	
5	C16H28F4N4O6	[M - H]-	C16H27F4N4O6-		0.000	25.964	21.178	4.786	14	0.944	-0.924	2.120	-2.932		447.186	1050	17.498	852609746725657702	852601201384355007	852601201384355006	339	
6	C15H26F4N4O4	[M + CH2O2 - H]-	C16H27F4N4O6-		0.000	25.964	21.178	4.786	12	0.914	-1.272	1.992	-2.932		447.186	1050	17.498	852609746725657703	852601201384355007	852601201384355006	339	
7	C14H33N4O10P	[M - H]-	C14H32N4O10P-		0.000	25.889	21.565	4.324	15	0.947	-0.167	1.989	-0.544		447.186	1050	17.498	852609746725657704	852601201384355007	852601201384355006	339	
8	C13H31N4O8P	[M + CH2O2 - H]-	C14H32N4O10P-		0.000	25.889	21.565	4.324	14	0.890	0.387	1.789	-0.544		447.186	1050	17.498	852609746725657705	852601201384355007	852601201384355006	339	
9	C17H24N10O5	[M - H]-	C17H23N10O5-		0.000	25.154	19.585	5.569	14	0.944	-0.322	1.609	0.162		447.186	1050	17.498	852609746725657706	852601201384355007	852601201384355006	339	
10	C16H22N10O3	[M + CH2O2 - H]-	C17H23N10O5-		0.000	25.154	19.585	5.569	12	0.914	-0.564	1.200	0.162		447.186	1050	17.498	852609746725657707	852601201384355007	852601201384355006	339	
1	C27H30O16	[M - H]-	C27H29O16-		0.500	69.040	60.620	8.419	14	0.992	-3.974	3.974	-2.920		609.144	1050	17.503	852609708653957077	852601202013500672	852601202013500671	352	
2	C26H28O14	[M + CH2O2 - H]-	C27H29O16-		0.500	69.040	60.620	8.419	14	0.992	-3.974	3.974	-2.920		609.144	1050	17.503	852609708653957078	852601202013500672	852601202013500671	352	
3	C24H24F6N4O8	[M - H]-	C24H23F6N4O8-		0.000	58.367	51.713	6.654	14	0.992	-3.974	3.974	2.911		609.144	1050	17.503	852609708653957079	852601202013500672	852601202013500671	352	
4	C23H22F6N4O6	[M + CH2O2 - H]-	C24H23F6N4O8-		0.000	58.367	51.713	6.654	14	0.992	-3.974	3.974	2.911		609.144	1050	17.503	852609708653957080	852601202013500672	852601202013500671	352	
5	C32H26N4O7S	[M - H]-	C32H25N4O7S-		0.000	52.173	48.115	4.058	13	0.984	-4.047	4.047	-1.008		609.144	1050	17.503	852609708653957081	852601202013500672	852601202013500671	352	
6	C31H24N4O5S	[M + CH2O2 - H]-	C32H25N4O7S-		0.000	52.173	48.115	4.058	13	0.984	-4.047	4.047	-1.008		609.144	1050	17.503	852609708653957082	852601202013500672	852601202013500671	352	
7	C24H22N10O10	[M - H]-	C24H21N10O10-		0.000	46.759	38.535	8.224	14	0.992	-3.974	3.974	-0.707		609.144	1050	17.503	852609708653957083	852601202013500672	852601202013500671	352	
8	C23H20N10O8	[M + CH2O2 - H]-	C24H21N10O10-		0.000	46.759	38.535	8.224	14	0.992	-3.974	3.974	-0.707		609.144	1050	17.503	852609708653957084	852601202013500672	852601202013500671	352	
9	C26H25F3N4O10	[M - H]-	C26H24F3N4O10-		0.000	45.925	37.505	8.420	14	0.992	-3.974	3.974	-1.102		609.144	1050	17.503	852609708653957085	852601202013500672	852601202013500671	352	
10	C25H23F3N4O8	[M + CH2O2 - H]-	C26H24F3N4O10-		0.000	45.925	37.505	8.420	14	0.992	-3.974	3.974	-1.102		609.144	1050	17.503	852609708653957086	852601202013500672	852601202013500671	352	
1	C18H19NO3	[M + H]+	C18H20NO3+		1.000	102.607	102.607	0.000	30	0.983	1.701	1.726	1.409		298.144	1050	17.504	852609758889140626	852601250378026783	852601250378026782	1680	
2	C13H18FN4O3	[M + H]+	C13H19FN4O3+		0.000	88.606	88.606	0.000	30	0.983	2.446	2.506	2.079		298.144	1050	17.504	852609758889140627	852601250378026783	852601250378026782	1680	
3	C10H23N3O5S	[M + H]+	C10H24N3O5S+		0.000	83.885	83.885	0.000	30	0.983	4.328	4.328	3.595		298.144	1050	17.504	852609758889140628	852601250378026783	852601250378026782	1680	
4	C15H22ClN2O2	[M + H]+	C15H23ClN2O2+		0.000	82.597	82.597	0.000	26	0.972	-0.263	0.809	-0.225		298.144	1050	17.504	852609758889140629	852601250378026783	852601250378026782	1680	
5	C13H25NO3S	[M + Na]+	C13H25NNaO3S+		0.000	82.455	82.455	0.000	30	0.983	-2.635	2.635	-1.829		298.144	1050	17.504	852609758889140630	852601250378026783	852601250378026782	1680	
6	C12H25NO4Si	[M + Na]+	C12H25NNaO4Si+		0.000	81.511	81.511	0.000	30	0.983	-1.496	1.595	-1.058		298.144	1050	17.504	852609758889140631	852601250378026783	852601250378026782	1680	
7	C15H20FNO4	[M + H]+	C15H21FNO4+		0.000	81.139	81.139	0.000	26	0.968	-2.907	2.907	-2.424		298.144	1050	17.504	852609758889140632	852601250378026783	852601250378026782	1680	
8	C12H19BN2O6	[M + H]+	C12H20BN2O6+		0.000	65.505	65.505	0.000	30	0.983	-1.604	1.682	-1.123		298.144	1050	17.504	852609758889140633	852601250378026783	852601250378026782	1680	
9	C8H17F2N7O3	[M + H]+	C8H18F2N7O3+		0.000	63.875	63.875	0.000	30	0.983	3.262	3.262	2.749		298.144	1050	17.504	852609758889140634	852601250378026783	852601250378026782	1680	
10	C16H23N2O	[M + K]+	C16H23KN2O+		0.000	63.666	63.666	0.000	26	0.948	-0.004	0.715	-0.022		298.144	1050	17.504	852609758889140635	852601250378026783	852601250378026782	1680	
1	C16H19FN3O2	[M + H]+	C16H20FN3O2+		1.000	189.623	185.523	4.100	46	0.729	-2.015	2.558	-4.904		305.152	1050	17.507	852609744754334650	852601250256391952	852601250256391951	1677	
2	C11H18F2N6O2	[M + H]+	C11H19F2N6O2+		0.000	176.788	173.265	3.522	45	0.725	-1.325	2.443	-4.249		305.152	1050	17.507	852609744754334651	852601250256391952	852601250256391951	1677	
3	C13H24N2O4S	[M + H]+	C13H25N2O4S+		0.000	168.838	165.422	3.416	39	0.624	-1.932	2.443	-3.424		305.152	1050	17.507	852609744754334652	852601250256391952	852601250256391951	1677	
4	C21H20O2	[M + H]+	C21H21O2+		0.000	149.901	149.218	0.683	33	0.501	-1.881	2.167	-5.559		305.152	1050	17.507	852609744754334653	852601250256391952	852601250256391951	1677	
5	C17H23NO2P	[M + H]+	C17H24NO2P+		0.000	138.659	134.639	4.020	41	0.648	-2.443	2.759	-6.577		305.152	1050	17.507	852609744754334654	852601250256391952	852601250256391951	1677	
6	C11H26N2O4S	[M + Na]+	C11H26N2NaO4S+		0.000	136.552	135.154	1.398	33	0.558	-2.982	3.041	4.460		305.152	1050	17.507	852609744754334655	852601250256391952	852601250256391951	1677	
7	C16H23FO3	[M + Na]+	C16H23FNaO3+		0.000	133.876	129.617	4.260	32	0.529	-1.802	2.327	-1.421		305.152	1050	17.507	852609744754334656	852601250256391952	852601250256391951	1677	
8	C13H26N2O2P2	[M + H]+	C13H27N2O2P2+		0.000	132.284	127.891	4.392	42	0.693	-2.558	2.798	-7.596		305.152	1050	17.507	852609744754334657	852601250256391952	852601250256391951	1677	
9	C16H26O3	[M + K]+	C16H26KO3+		0.000	129.208	129.208	0.000	31	0.483	-1.881	2.167	1.826		305.152	1050	17.507	852609744754334658	852601250256391952	852601250256391951	1677	
10	C14H24N3OS	[M + Na]+	C14H24N3NaOS+		0.000	121.941	118.599	3.341	32	0.512	-1.851	2.154	-4.323		305.152	1050	17.507	852609744754334659	852601250256391952	852601250256391951	1677	
1	C38H42N2O7	[M + H]+	C38H43N2O7+		1.000	54.950	46.097	8.853	41	0.909	-0.053	1.070	3.037		639.308	1051	17.519	852609787100032844	852601250298334997	852601250298334996	1678	
2	C34H44N6O4	[M + K]+	C34H44KN6O4+		0.000	47.281	44.961	2.320	34	0.856	-1.645	2.042	4.470		639.308	1051	17.519	852609787100032845	852601250298334997	852601250298334996	1678	
3	C25H44N8O10	[M + Na]+	C25H44N8NaO10+		0.000	39.089	35.887	3.202	35	0.720	-0.490	0.909	1.814		639.308	1051	17.519	852609787100032846	852601250298334997	852601250298334996	1678	
4	C43H42O5	[M + H]+	C43H43O5+		0.000	24.934	18.140	6.794	26	0.235	-0.312	1.760	-3.255		639.308	1051	17.519	852609787100032847	852601250298334997	852601250298334996	1678	
5	C35H43FN2O8	[M + H]+	C35H44FN2O8+		0.000	21.504	12.608	8.896	40	0.897	-0.071	1.063	1.250		639.308	1051	17.519	852609787100032848	852601250298334997	852601250298334996	1678	
6	C37H40N6O3	[M + Na]+	C37H40N6NaO3+		0.000	21.256	13.022	8.233	36	0.867	-0.790	1.084	4.708		639.308	1051	17.519	852609787100032849	852601250298334997	852601250298334996	1678	
7	C34H41FN6O4	[M + Na]+	C34H41FN6NaO4+		0.000	19.472	11.254	8.218	36	0.872	0.121	1.760	2.921		639.308	1051	17.519	852609787100032850	852601250298334997	852601250298334996	1678	
8	C33H40F2N6O5	[M + H]+	C33H41F2N6O5+		0.000	19.467	11.954	7.513	26	0.825	-0.071	0.706	-2.630		639.308	1051	17.519	852609787100032851	852601250298334997	852601250298334996	1678	
9	C35H45N4O4P	[M + Na]+	C35H45N4NaO4P+		0.000	19.408	10.797	8.611	36	0.872	0.121	1.688	2.122		639.308	1051	17.519	852609787100032852	852601250298334997	852601250298334996	1678	
10	C31H42F2N6O5	[M + Na]+	C31H42F2N6NaO5+		0.000	17.720	10.447	7.273	40	0.897	-0.071	1.117	1.133		639.308	1051	17.519	852609787100032853	852601250298334997	852601250298334996	1678	
1	C27H33FN4O5	[M - H]-	C27H32FN4O5-		0.500	65.338	60.377	4.961	18	0.910	1.020	1.324	2.969		511.238	1052	17.530	852609710096797836	852601201346606266	852601201346606265	338	
2	C26H31FN4O3	[M + CH2O2 - H]-	C27H32FN4O5-		0.500	65.338	60.377	4.961	13	0.449	0.456	1.006	2.969		511.238	1052	17.530	852609710096797837	852601201346606266	852601201346606265	338	
3	C18H36N6O11	[M - H]-	C18H35N6O11-		0.000	58.164	53.781	4.384	21	0.958	0.456	1.188	1.585		511.238	1052	17.530	852609710096797838	852601201346606266	852601201346606265	338	
4	C17H34N6O9	[M + CH2O2 - H]-	C18H35N6O11-		0.000	58.164	53.781	4.384	20	0.574	0.337	1.254	1.585		511.238	1052	17.530	852609710096797839	852601201346606266	852601201346606265	338	
5	C19H32N10O7	[M - H]-	C19H31N10O7-		0.000	55.084	49.732	5.352	19	0.950	-0.373	1.289	-1.031		511.238	1052	17.530	852609710096797840	852601201346606266	852601201346606265	338	
6	C18H30N10O5	[M + CH2O2 - H]-	C19H31N10O7-		0.000	55.084	49.732	5.352	14	0.489	-0.598	0.991	-1.031		511.238	1052	17.530	852609710096797841	852601201346606266	852601201346606265	338	
7	C27H36N4O4S	[M - H]-	C27H35N4O4S-		0.000	54.583	51.907	2.676	16	0.808	0.337	1.254	-1.389		511.238	1052	17.530	852609710096797842	852601201346606266	852601201346606265	338	
8	C26H34N4O2S	[M + CH2O2 - H]-	C27H35N4O4S-		0.000	54.583	51.907	2.676	11	0.348	-0.373	1.006	-1.389		511.238	1052	17.530	852609710096797843	852601201346606266	852601201346606265	338	
9	C21H35F3N4O7	[M - H]-	C21H34F3N4O7-		0.000	53.867	48.116	5.752	19	0.950	-0.373	1.289	-1.502		511.238	1052	17.530	852609710096797844	852601201346606266	852601201346606265	338	
10	C20H33F3N4O5	[M + CH2O2 - H]-	C21H34F3N4O7-		0.000	53.867	48.116	5.752	14	0.489	-0.598	1.020	-1.502		511.238	1052	17.530	852609710096797845	852601201346606266	852601201346606265	338	
1	C16H15FN8O8	[M - H]-	C16H14FN8O8-		0.294	36.908	32.352	4.557	23	0.971	0.344	1.590	-0.390		465.092	1052	17.533	852609699552316322	852601201531155662	852601201531155661	342	
2	C17H18FN8O8	[M - CH3 - H]-	C16H14FN8O8-		0.294	36.908	32.352	4.557	23	0.971	0.344	1.590	-32302.531		465.092	1052	17.533	852609699552316323	852601201531155662	852601201531155661	342	
3	C15H13FN8O6	[M + CH2O2 - H]-	C16H14FN8O8-		0.294	36.908	32.352	4.557	17	0.910	-0.132	1.353	-0.390		465.092	1052	17.533	852609699552316324	852601201531155662	852601201531155661	342	
4	C15H19F5N2O9	[M - H]-	C15H18F5N2O9-		0.035	34.764	29.467	5.297	21	0.956	-3.592	3.592	-3.365		465.092	1052	17.533	852609699552316325	852601201531155662	852601201531155661	342	
5	C16H22F5N2O9	[M - CH3 - H]-	C15H18F5N2O9-		0.035	34.764	29.467	5.297	21	0.956	-3.592	3.592	-32305.506		465.092	1052	17.533	852609699552316326	852601201531155662	852601201531155661	342	
6	C14H17F5N2O7	[M + CH2O2 - H]-	C15H18F5N2O9-		0.035	34.764	29.467	5.297	18	0.923	-3.640	3.640	-3.365		465.092	1052	17.533	852609699552316327	852601201531155662	852601201531155661	342	
7	C18H18F4N2O8	[M - H]-	C18H17F4N2O8-		0.003	32.175	27.693	4.482	20	0.953	-3.218	3.218	-0.907		465.092	1052	17.533	852609699552316328	852601201531155662	852601201531155661	342	
8	C19H21F4N2O8	[M - CH3 - H]-	C18H17F4N2O8-		0.003	32.175	27.693	4.482	20	0.953	-3.218	3.218	-32303.049		465.092	1052	17.533	852609699552316329	852601201531155662	852601201531155661	342	
9	C17H16F4N2O6	[M + CH2O2 - H]-	C18H17F4N2O8-		0.003	32.175	27.693	4.482	17	0.938	-3.381	3.381	-0.907		465.092	1052	17.533	852609699552316330	852601201531155662	852601201531155661	342	
10	C14H20FN6O9P	[M - H]-	C14H19FN6O9P-		0.001	31.161	25.929	5.232	22	0.969	-1.873	3.122	-3.945		465.092	1052	17.533	852609699552316331	852601201531155662	852601201531155661	342	
1	C23H19N3O6S	[M - H]-	C23H18N3O6S-		0.396	34.518	34.518	0.000	16	0.953	-1.461	2.155	-4.439		464.090	1052	17.539	852609713410298284	852601201577293011	852601201577293010	343	
2	C22H17N3O4S	[M + CH2O2 - H]-	C23H18N3O6S-		0.396	34.518	34.518	0.000	13	0.938	-2.888	2.888	-4.439		464.090	1052	17.539	852609713410298285	852601201577293011	852601201577293010	343	
3	C15H23N5O8S2	[M - H]-	C15H22N5O8S2-		0.078	32.894	32.894	0.000	18	0.979	-2.155	2.557	-3.034		464.090	1052	17.539	852609713410298286	852601201577293011	852601201577293010	343	
4	C14H21N5O6S2	[M + CH2O2 - H]-	C15H22N5O8S2-		0.078	32.894	32.894	0.000	15	0.964	-3.461	3.461	-3.034		464.090	1052	17.539	852609713410298287	852601201577293011	852601201577293010	343	
5	C18H19N5O8S	[M - H]-	C18H18N5O8S-		0.021	31.575	28.692	2.882	17	0.826	1.836	3.470	4.230		464.090	1052	17.539	852609713410298288	852601201577293011	852601201577293010	343	
6	C17H17N5O6S	[M + CH2O2 - H]-	C18H18N5O8S-		0.021	31.575	28.692	2.882	13	0.764	0.971	3.470	4.230		464.090	1052	17.539	852609713410298289	852601201577293011	852601201577293010	343	
7	C15H17F6N3O7	[M - H]-	C15H16F6N3O7-		0.003	29.551	22.539	7.012	17	0.977	0.130	1.600	0.705		464.090	1052	17.539	852609713410298290	852601201577293011	852601201577293010	343	
8	C14H15F6N3O5	[M + CH2O2 - H]-	C15H16F6N3O7-		0.003	29.551	22.539	7.012	15	0.956	-0.434	1.508	0.705		464.090	1052	17.539	852609713410298291	852601201577293011	852601201577293010	343	
9	C26H15N3O6	[M - H]-	C26H14N3O6-		0.002	29.110	26.503	2.607	14	0.795	-3.284	3.284	2.825		464.090	1052	17.539	852609713410298292	852601201577293011	852601201577293010	343	
10	C25H13N3O4	[M + CH2O2 - H]-	C26H14N3O6-		0.002	29.110	26.503	2.607	14	0.795	-3.284	3.284	2.825		464.090	1052	17.539	852609713410298293	852601201577293011	852601201577293010	343	
1	C13H22O3	[M + H]+	C13H23O3+		1.000	296.570	293.045	3.525	54	0.987	-5.761	5.761	1.448		227.165	1053	17.548	852609703562071427	852601250751319889	852601250751319888	1690	
2	C11H20N3O2	[M + H]+	C11H21N3O2+		0.000	202.795	200.731	2.064	48	0.933	-5.064	5.886	7.359		227.165	1053	17.548	852609703562071428	852601250751319889	852601250751319888	1690	
3	C11H26NO	[M + K]+	C11H26KNO+		0.000	190.004	190.004	0.000	47	0.911	-6.151	6.151	-0.429		227.165	1053	17.548	852609703562071429	852601250751319889	852601250751319888	1690	
4	C9H24N4	[M + K]+	C9H24KN4+		0.000	104.807	103.256	1.551	31	0.659	-3.094	6.571	5.481		227.165	1053	17.548	852609703562071430	852601250751319889	852601250751319888	1690	
5	C14H22N	[M + Na]+	C14H22NNa+		0.000	100.819	97.396	3.423	27	0.443	-5.794	5.794	0.240		227.165	1053	17.548	852609703562071431	852601250751319889	852601250751319888	1690	
6	C12H26Si2	[M + H]+	C12H27Si2+		0.000	69.640	69.640	0.000	26	0.420	-5.886	5.886	-0.354		227.165	1053	17.548	852609703562071432	852601250751319889	852601250751319888	1690	
7	C10H25N2P	[M + Na]+	C10H25N2NaP+		0.000	69.119	66.218	2.901	20	0.353	-6.022	6.022	-1.128		227.165	1053	17.548	852609703562071433	852601250751319889	852601250751319888	1690	
8	C4H20N9S	[M + H]+	C4H21N9S+		0.000	13.032	13.032	0.000	11	0.318	6.808	7.451	4.340		227.165	1053	17.548	852609703562071434	852601250751319889	852601250751319888	1690	
1	C20H23NO4	[M + H]+	C20H24NO4+		1.000	90.751	82.809	7.942	24	0.974	2.471	2.471	2.032		342.171	1053	17.558	852609697962674880	852601250898120549	852601250898120548	1694	
2	C15H29NO4S	[M + Na]+	C15H29NNaO4S+		0.000	72.023	69.743	2.280	26	0.980	-1.187	1.314	-0.789		342.171	1053	17.558	852609697962674881	852601250898120549	852601250898120548	1694	
3	C14H29NO5Si	[M + Na]+	C14H29NNaO5Si+		0.000	69.064	66.078	2.985	23	0.969	-0.263	0.832	-0.118		342.171	1053	17.558	852609697962674882	852601250898120549	852601250898120548	1694	
4	C18H27N2O2	[M + K]+	C18H27KN2O2+		0.000	67.824	67.824	0.000	21	0.964	0.973	1.083	0.786		342.171	1053	17.558	852609697962674883	852601250898120549	852601250898120548	1694	
5	C17H24FNO5	[M + H]+	C17H25FNO5+		0.000	61.428	54.019	7.409	24	0.971	-1.876	2.062	-1.308		342.171	1053	17.558	852609697962674884	852601250898120549	852601250898120548	1694	
6	C18H25NO4	[M + Na]+	C18H25NNaO4+		0.000	58.924	53.739	5.185	23	0.770	2.392	2.392	9.063		342.171	1053	17.558	852609697962674885	852601250898120549	852601250898120548	1694	
7	C18H24FN2O2	[M + Na]+	C18H24FN2NaO2+		0.000	56.130	48.495	7.635	19	0.943	-2.338	2.555	-2.110		342.171	1053	17.558	852609697962674886	852601250898120549	852601250898120548	1694	
8	C16H22FN5O	[M + Na]+	C16H22FN5NaO+		0.000	54.694	48.598	6.096	20	0.956	-0.402	2.219	1.814		342.171	1053	17.558	852609697962674887	852601250898120549	852601250898120548	1694	
