Plant ID,Plant Lineage,Family,Genus,Specific epithet,Cultivar,Scientific Name,Name Status,Reference(s),Parentage,Alternate Name(s),Common Name(s),Habit,Accession Number,Accession Date,Received How,Received As,Abbreviated Name,Infraspecific Rank,Infraspecific Epithet,Provenance,Sampling Technique,Seed Source,Propagation History,Plant Source,Plant Source Accession Number,Plant Source Accession Date,Plant Source Misc.,Index Seminum Year,Index Seminum Item,Collector,Collector Number,Date Collected,Country,Sublocality,Geographic Area,Locality,Collection Latitude,Collection Longitude,Altitude,Altitude Unit,Slope Aspect,Habitat,Soil,Description,Collection Miscellaneous,Associated Taxa,Garden Location,Grid,Quadrant,Garden Latitude,Garden Longitude,Horticulture Zone,Condition Check Date,Condition,Sex,Measurement Date,DBH,DBH Unit,DBH Misc,DBH Accuracy,Height,Height Unit,Height Accuracy,Spread,Spread Unit,Spread Accuracy,Of Conservation Concern,Barcode,Kind of Specimen,Voucher collection date,Verification,Deposited
966-85*D,966-85,Caprifoliaceae,Weigela,praecox,,Weigela praecox,Accepted name,"Kruessmann, G. 1986. Manual of Cultivated Broad-leaved Trees &amp; Shrubs. Vol. III. Portland, OR: Timber Press. 510 pp.",,,Early Weigela,Shrub,966-85,7/8/1985,Seed,Weigela praecox,Weig. praecox,,,Collected directly from the wild; origin known,XX,X,SA,"Morris Arboretum of the University , Philadelphia, PA, United States",,,Seed Distribution List,1984,,Korean Expedition,381,10/17/1984,"Korea, Republic of","Paekryong Island, Kyonggi Do, Ongji Gun, Paekryong Myon",,along the road between Sahang Po and Tumujin,,,,,,bottom of a small stream valley at the beginning of the ascent to Tumujin.,,"Deciduous shrubs branching from the base, nearly 2m tall and as wide. Leaves yellow-green, dull, turning yellow and brown; green capsules turning brown. Seed from several plants.",,,51-NW,51,NW,42.2949129,-71.12535867,4.13,6/7/2021,Poor,,6/7/2021,,,,,1.9,M,C,,,,0,,,,,
199-2004*A,1082-87,Caprifoliaceae,Diervilla,sessilifolia,,Diervilla sessilifolia,Accepted name,"Rehder, A. 1940. Manual of Cultivated Trees and Shrubs Hardy in North America (ed. 2). New York, NY: Macmillan Co. 996 pp.",,,"Southern Bush-honeysuckle, Southern Bush Honeysuckle",Shrub,199-2004,6/22/2004,Cutting,Diervilla sessilifolia,Dierv. sess.,,,From a cultivated plant of known (indirect) wild origin,VO,,VA,1987 Southeastern States Expedition,,,,,,"Nicholson, R.",,,United States,"Georgia, Rabun Co.",,Rabun Bald Summit,,,1444,FT,Full sun,,Gritty loam soil,,,"Ilex montana, Quercus sp., Robinia hispida, Salix sp.",LG-2B,LG-2B,,42.30426535,-71.12383068,1.13,8/5/2024,Excellent,,8/5/2024,,,,,1.3,M,C,,,,1,"00227651, 00227843","HF, HR, HW, HV",,,
20447*B,20447,Caprifoliaceae,Kolkwitzia,amabilis,,Kolkwitzia amabilis,Accepted name,"eFloras no date. Flora of China. Acanthaceae through Valerianaceae. http://www.efloras.org/volume_page.aspx?volume_id=2019&amp;flora_id=2. Missouri Botanical Garden, St. Louis, MO &amp; Harvard University Herbaria, Cambridge, MA.",,,Beauty Bush,Shrub,20447,2/4/1926,Seed,Kolkwitzia amabilis,Kolkw. amab.,,,From a cultivated plant not of known wild origin,,,,"Hunnewell Pinetum, Wellesley, MA, United States",,,,,,,,,,,,,,,,,,,,,,,EG-12,EG-12,,42.29922461,-71.12204169,2.11,5/18/2023,Fair,,6/27/2017,,,,,2,M,,,,,1,"00158772, 00158773","HF, HR",,"Kim, Taejin, 23 Feb 1998, Kolkwitzia amabilis, 2",
207-2004*A,1076-87,Caprifoliaceae,Diervilla,sessilifolia,,Diervilla sessilifolia,Accepted name,"Rehder, A. 1940. Manual of Cultivated Trees and Shrubs Hardy in North America (ed. 2). New York, NY: Macmillan Co. 996 pp.",,,"Southern Bush-honeysuckle, Southern Bush Honeysuckle",Shrub,207-2004,6/23/2004,Cutting,Diervilla sessilifolia,Dierv. sess.,,,From a cultivated plant of known (indirect) wild origin,VO,,VA,1987 Southeastern States Expedition,,,,,,"Nicholson, R.",,,United States,"Georgia, Rabun Co.",,Rabun Bald Summit,,,1444,,Full sun,,Gritty loam soil,,,"Ilex montana, Quercus sp., Robinia hispida, Salix sp.",7-SW,7,SW,42.30431954,-71.12321236,1.16,6/23/2023,Poor,,6/23/2023,,,,,0.3,M,C,,,,1,"00227649, 00227648","HF, HV, HR, HW",,,
208-2004*A,1077-87,Caprifoliaceae,Diervilla,sessilifolia,,Diervilla sessilifolia,Accepted name,"Rehder, A. 1940. Manual of Cultivated Trees and Shrubs Hardy in North America (ed. 2). New York, NY: Macmillan Co. 996 pp.",,,"Southern Bush-honeysuckle, Southern Bush Honeysuckle",Shrub,208-2004,6/23/2004,Cutting,Diervilla sessilifolia,Dierv. sess.,,,From a cultivated plant of known (indirect) wild origin,VO,,VA,1987 Southeastern States Expedition,,,,,,"Nicholson, R.",,,United States,"Georgia, Rabun Co.",,Rabun Bald Summit,,,1444,,Full sun,,Gritty loam soil,,,"Ilex montana, Quercus sp., Robinia hispida, Salix sp.",7-SW,7,SW,42.30432336,-71.12317309,1.16,6/23/2023,Poor,,6/23/2023,,,,,0.6,M,C,,,,1,"00227858, 00227669","HR, HF, HW, HV",,,
209-2004*A,1078-87,Caprifoliaceae,Diervilla,sessilifolia,,Diervilla sessilifolia,Accepted name,"Rehder, A. 1940. Manual of Cultivated Trees and Shrubs Hardy in North America (ed. 2). New York, NY: Macmillan Co. 996 pp.",,,"Southern Bush-honeysuckle, Southern Bush Honeysuckle",Shrub,209-2004,6/23/2004,Cutting,Diervilla sessilifolia,Dierv. sess.,,,From a cultivated plant of known (indirect) wild origin,VO,,VA,1987 Southeastern States Expedition,,,,,,"Nicholson, R.",,,United States,"Georgia, Rabun Co.",,Rabun Bald Summit,,,1444,,Full sun,,Gritty loam soil,,,"Ilex montana, Quercus sp., Robinia hispida, Salix sp.",EG-16,EG-16,,42.29966933,-71.12176451,2.11,8/16/2017,Good,,8/16/2017,,,,,1,M,,,,,1,"00227745, 00227954","HV, HR, HW, HF",,,
20447*A,20447,Caprifoliaceae,Kolkwitzia,amabilis,,Kolkwitzia amabilis,Accepted name,"eFloras no date. Flora of China. Acanthaceae through Valerianaceae. http://www.efloras.org/volume_page.aspx?volume_id=2019&amp;flora_id=2. Missouri Botanical Garden, St. Louis, MO &amp; Harvard University Herbaria, Cambridge, MA.",,,Beauty Bush,Shrub,20447,2/4/1926,Seed,Kolkwitzia amabilis,Kolkw. amab.,,,From a cultivated plant not of known wild origin,,,,"Hunnewell Pinetum, Wellesley, MA, United States",,,,,,,,,,,,,,,,,,,,,,,EG-12,EG-12,,42.29924786,-71.12204919,2.11,5/18/2023,Good,,6/27/2017,,,,,3.9,M,C,,,,1,00224209,S,,,
213-82*A,213-82,Caprifoliaceae,Dipelta,yunnanensis,,Dipelta yunnanensis,Accepted name,"eFloras no date. Flora of China. Acanthaceae through Valerianaceae. http://www.efloras.org/volume_page.aspx?volume_id=2019&amp;flora_id=2. Missouri Botanical Garden, St. Louis, MO &amp; Harvard University Herbaria, Cambridge, MA.",,Dipelta ventricosa,,Shrub,213-82,2/22/1982,Seed,Dipelta ventricosa,Dip. yunnanensis,,,From a cultivated plant not of known wild origin,XX,X,S,"Royal Botanic Gardens, Kew, Richmond, Surrey TW9, United Kingdom",000-69-11859,,,,,,,10/27/1981,,,,,,,,,,,,,,,EG-12,EG-12,,42.29913896,-71.12198919,2.11,6/27/2017,Fair,,6/27/2017,,,,,1.9,M,C,,,,1,,,,,
215-2001*A,7695,Caprifoliaceae,Weigela,hortensis,,Weigela hortensis,Accepted name,"Iwatsuki, K., T. Yamazaki, D.E. Boufford &amp; H. Ohba 1995. Flora of Japan, Vol. IIIa. Angiospermae, Dicotyledoneae, Sympetalae(a). Kodansha Ltd. 482 pp.",,,Gardeners Weigela,Intermediate (shrub/tree),215-2001,5/31/2001,Cutting,Weigela florida,Weig. hortensis,,,Uncertain origin,VO,,V,"Royal Botanic Gardens, Kew, Richmond, Surrey TW9, United Kingdom",,,,,,,,,,,,,,,,,,,,,,,14-SE,14,SE,42.30225311,-71.12224447,2.1,5/13/2024,Good,,5/13/2024,,,,,3.8,M,C,,,,0,,,,"Dosmann, M., 03 Aug 2013, Weigela hortensis, 2",
219-2000*A,219-2000,Caprifoliaceae,Lonicera,graebneri,,Lonicera graebneri,Accepted name,1908. Repertorium Specierum Novarum Regni Vegetabilis. Centralblatt für Sammlung und Veroffentlichung von Einzeldiagnosen neuer Pflanzen. https://www.biodiversitylibrary.org/page/265629#page/296/mode/1up 6:273.,,,,Shrub,219-2000,8/18/2000,Seed,Lonicera graebneri,Lonic. graeb.,,,Collected directly from the wild; origin known,XX,,SA,"Shanghai Botanical Garden, Shanghai, China",,,,2000,350,,,,China,,,Mt. Maiji,34.5,105.833333,1800,M,,Mixed forest,,,Mountainous area,,7-NW,7,NW,42.3047533,-71.12289542,1.14,10/3/2023,Alive,,6/23/2023,,,,,5.2,M,C,,,,0,,HR,,,
222-2015*C,222-2015,Caprifoliaceae,Symphoricarpos,albus,,Symphoricarpos albus,Accepted name,"New England Wild Flower Society, Haines, A. 2011. Flora Novae Angliae. A manual for identification of native and naturalized higher vascular plants of New England. Yale University Press, New Haven and London.",,,"Common Snowberry, Waxberry, Ghostberry",Shrub,222-2015,9/10/2015,Seed,Symphoricarpos albus,Symph. albus,,,Collected directly from the wild; origin known,SM,P,SA,"2015 North Idaho Expedition, ID, United States",,,,,,"Port, Kyle; Port, David",NID-007,8/24/2015,United States,"Idaho, Kootenai County",Coeur d'Alene Mountain Range,"Farragut State Park, SW end of Buttonhook Bay on Lake Pend Oreille",47.95025,-116.5797,2218,FT,"Steep, 40% grade E",,"Ashy silt loam; deep, well-drained",Shrub ca. 1 m tall; fruit white,,"Holodiscus discolor, Physocarpus malvaceus, Pinus ponderosa, Pseudotsuga menziesii",31-NE,31,NE,42.29931588,-71.12440815,2.8,9/24/2019,Alive,,6/24/2019,,,,,0.6,M,C,,,,0,,,,,
222-2015*E,222-2015,Caprifoliaceae,Symphoricarpos,albus,,Symphoricarpos albus,Accepted name,"New England Wild Flower Society, Haines, A. 2011. Flora Novae Angliae. A manual for identification of native and naturalized higher vascular plants of New England. Yale University Press, New Haven and London.",,,"Common Snowberry, Waxberry, Ghostberry",Shrub,222-2015,9/10/2015,Seed,Symphoricarpos albus,Symph. albus,,,Collected directly from the wild; origin known,SM,P,SA,"2015 North Idaho Expedition, ID, United States",,,,,,"Port, Kyle; Port, David",NID-007,8/24/2015,United States,"Idaho, Kootenai County",Coeur d'Alene Mountain Range,"Farragut State Park, SW end of Buttonhook Bay on Lake Pend Oreille",47.95025,-116.5797,2218,FT,"Steep, 40% grade E",,"Ashy silt loam; deep, well-drained",Shrub ca. 1 m tall; fruit white,,"Holodiscus discolor, Physocarpus malvaceus, Pinus ponderosa, Pseudotsuga menziesii",31-NE,31,NE,42.29931965,-71.12437782,2.7,9/24/2019,Alive,,6/24/2019,,,,,0.6,M,C,,,,0,,,,,
218-2001*A,1906-77,Caprifoliaceae,Weigela,subsessilis,,Weigela subsessilis,Accepted name,"Bailey, L.H. 1929. The Case of Diervilla and Weigela. A Discussion of Bush-honeysuckles and Weigelas in the Interest of the Cultivator. Gentes Herbarum 2(1):39-54.",,Diervilla subsessilis,Species of Weigela,Shrub,218-2001,6/2/2001,Division,Weigela subsessilis,Weig. subsess.,,,From a cultivated plant of known (indirect) wild origin,VO,,V,"1977 Expedition to Korea and Japan, Korea, Republic of",,,,,,"Spongberg, S.A.; Weaver, R.E.",451,10/9/1977,"Korea, Republic of","Gyeonggi-do [Kyonggi-do], Yongmun-san",,along the trail to the temple,,,,,,,,,,,EG-6,EG-6,,42.29866094,-71.12203946,2.11,6/27/2017,Good,,6/27/2017,,,,,2,M,C,,,,0,"00223062, 00184996","HV, HF",,,
222-2002*A,222-2002,Caprifoliaceae,Weigela,coraeensis,,Weigela coraeensis,Accepted name,"Iwatsuki, K., T. Yamazaki, D.E. Boufford &amp; H. Ohba 1995. Flora of Japan, Vol. IIIa. Angiospermae, Dicotyledoneae, Sympetalae(a). Kodansha Ltd. 482 pp.",,"Weigela amabilis, Weigela grandiflora",,Intermediate (shrub/tree),222-2002,5/17/2002,Seed,Weigela coraeensis,Weig. coraeensis,,,From a cultivated plant not of known wild origin,XX,,,"National Botanic Gardens, Glasnevin, Dublin 9, Ireland via John f. Kennedy Arboretum, Ireland",,,,2002,1080,,,,,,,,,,,,,,,,,,14-NW,14,NW,42.30263763,-71.12318852,1.13,7/10/2024,Good,,,,,,,,,,,,,0,,HV,,,
219-2001*A,1906-77,Caprifoliaceae,Weigela,subsessilis,,Weigela subsessilis,Accepted name,"Bailey, L.H. 1929. The Case of Diervilla and Weigela. A Discussion of Bush-honeysuckles and Weigelas in the Interest of the Cultivator. Gentes Herbarum 2(1):39-54.",,Diervilla subsessilis,Species of Weigela,Shrub,219-2001,6/2/2001,Division,Weigela subsessilis,Weig. subsess.,,,From a cultivated plant of known (indirect) wild origin,VO,,V,"1977 Expedition to Korea and Japan, Korea, Republic of",,,,,,"Spongberg, S.A.; Weaver, R.E.",451,10/9/1977,"Korea, Republic of","Gyeonggi-do [Kyonggi-do], Yongmun-san",,along the trail to the temple,,,,,,,,,,,EG-6,EG-6,,42.2986539,-71.12200574,2.11,6/27/2017,Fair,,6/27/2017,,,,,2,M,C,,,,0,,,,,
10087*A,10087,Caprifoliaceae,Lonicera,bella,,Lonicera x bella,Accepted name,"Griffiths, M. 1995. Index of Garden Plants. The New Royal Horticultural Society Dictionary. Portland, Oregon: Timber Press. 1234 pp.",<i>Lonicera morrowii</i> x <i>L. tatarica</i>,,Belle Honeysuckle,Shrub,10087,11/29/1919,Plant,Lonicera bella,Lonic. x bella,,,From a cultivated plant not of known wild origin,,,,"R. &amp; J. Farquhar Co., Boston, MA, United States",,,,,,,,,,,,,,,,,,,,,,,21-NE,21,NE,42.301631,-71.12046249,1.2,7/12/2018,Good,,7/12/2018,,,,,4,M,C,,,,0,"00158856, 00158855","HF, HF, HR",,"Green, P., 01 Jan 1965, Lonicera x bella, 2",
1019-83*E,349-55,Caprifoliaceae,Lonicera,xylosteum,Claveyi,Lonicera xylosteum 'Claveyi',Accepted name,"Dirr, M.A. 1990. Manual of Woody Landscape Plants: Their Identification, Ornamental Characteristics, Culture, Propagation and Uses (Ed. 4). Champaign, IL: Stipes Publ. Co. 1007 pp.",,Lonicera clayvei,Cultivar of European Fly Honeysuckle,Shrub,1019-83,7/25/1983,Cutting,Lonicera xylosteum 'Claveyi',Lonic. 'Claveyi',,,From a cultivated plant not of known wild origin,VO,,V,"Charles Fiore Nurseries, Inc., Prairie View, IL, United States",,,,,,,,,,,,,,,,,,,,,,,62-SW,62,SW,42.29147741,-71.12768522,4.4,7/28/2021,Good,,7/28/2021,,,,,2.15,M,C,,,,0,,,,,
1020-67*A,1020-67,Caprifoliaceae,Symphoricarpos,doorenbosii,,Symphoricarpos x doorenbosii,Accepted name,"Kruessmann, G. 1986. Manual of Cultivated Broad-leaved Trees &amp; Shrubs. Vol. III. Portland, OR: Timber Press. 510 pp.",<i>S. albus</i> var. <i>laevigatus</i> x <i>S.</i> x <i>chenaulti</i>,,Doorenbos Coralberry,Shrub,1020-67,8/23/1967,Seed,Symphoricarpos doorenbosii,Symph. x dooren.,,,From a cultivated plant not of known wild origin,,,,"Botanical Garden, Hungarian Academy, H-2163 Vacratot, Hungary",,,,,,,,,,,,,,,,,,,,,,,15-SW,15,SW,42.30200613,-71.12078735,1.11,8/6/2018,Good,,8/6/2018,,,,,1.8,M,C,,,,0,"00161813, 00161812","HR, HR, HF",,,
1023-85*B,384-81,Caprifoliaceae,Abelia,chinensis,,Abelia chinensis,Accepted name,"eFloras no date. Flora of China. Acanthaceae through Valerianaceae. http://www.efloras.org/volume_page.aspx?volume_id=2019&amp;flora_id=2. Missouri Botanical Garden, St. Louis, MO &amp; Harvard University Herbaria, Cambridge, MA.",,,Chinese Abelia,Shrub,1023-85,7/26/1985,Cutting,Abelia chinensis,Ab. chinensis,,,From a cultivated plant not of known wild origin,VO,,V,"Hangzhou Botanic Garden, Zhejiang, China",,,,,518,,,,China,"W. Sichuan Province [W. Szechuan], Songpan County [Sung-pan Ting]",,This is believed to be the location of the Hangchow [Hangzhou] Botanical Garden.,30.25,120.266667,200,M,,,,,,,13-SE,13,SE,42.30231022,-71.12471068,2.9,10/12/2017,Good,,10/12/2017,,,,,2.8,M,C,,,,0,,HF,,,
1024-81*B,17341,Caprifoliaceae,Symphoricarpos,occidentalis,,Symphoricarpos occidentalis,Accepted name,"Rehder, A. 1940. Manual of Cultivated Trees and Shrubs Hardy in North America (ed. 2). New York, NY: Macmillan Co. 996 pp.",,,Wolfberry,Shrub,1024-81,7/20/1981,Cutting,Symphoricarpos albus,Symph. occid.,,,From a cultivated plant of known (indirect) wild origin,VO,,V,"Mr. J. G. Jack, Arnold Arboretum, Jamaica Plain, MA, United States",,,,,,"Jack, J. G.",,,United States,Wyoming,,Bighorn Mts.,,,,,,,,,,,26-SE,26,SE,42.3002505,-71.12277716,2.12,8/10/2017,Good,,8/10/2017,,,,,1.3,M,,,,,0,"00192925, 00223305","HF, HR",,,
103-78*A,103-78,Caprifoliaceae,Symphoricarpos,occidentalis,,Symphoricarpos occidentalis,Accepted name,"Rehder, A. 1940. Manual of Cultivated Trees and Shrubs Hardy in North America (ed. 2). New York, NY: Macmillan Co. 996 pp.",,,Wolfberry,Shrub,103-78,3/7/1978,Seed,Symphoricarpos occidentalis,Symph. occid.,,,Collected directly from the wild; origin known,XX,X,SA,"Research Station, Morden, Manitoba, Canada",,,,,,,,,Canada,,,,,,,,,,,,"Collected from plants growing in their native stations, no locale [note from card].",,LG-7I,LG-7I,,42.30368765,-71.1237294,1.13,8/12/2024,Fair,,8/12/2024,,,,,1,M,C,,,,0,,,,,
1032-81*MASS,17343,Caprifoliaceae,Symphoricarpos,albus,,Symphoricarpos albus,Accepted name,"New England Wild Flower Society, Haines, A. 2011. Flora Novae Angliae. A manual for identification of native and naturalized higher vascular plants of New England. Yale University Press, New Haven and London.",,,"Common Snowberry, Waxberry, Ghostberry",Shrub,1032-81,7/26/1981,Cutting,Symphoricarpos albus,Symph. albus,,,From a cultivated plant of known (indirect) wild origin,VO,,V,"Rockmont Nursery, Boulder, CO, United States",,,,,,"Andrews, D. M.",33,,United States,Colorado,,Black Canyon,,,,,,,,,,,31-NW,31,NW,42.29962092,-71.12519637,2.8,10/26/2023,Good,,10/26/2023,,,,,1,M,C,,,,0,,,,,
220-2000*B,220-2000,Caprifoliaceae,Lonicera,webbiana,,Lonicera webbiana,Accepted name,"eFloras no date. Flora of China. Acanthaceae through Valerianaceae. http://www.efloras.org/volume_page.aspx?volume_id=2019&amp;flora_id=2. Missouri Botanical Garden, St. Louis, MO &amp; Harvard University Herbaria, Cambridge, MA.",,"Lonicera heterophylla, Lonicera karelinii, Lonicera mupinensis, Lonicera heterophylla var. karelinii, Lonicera karelini",Webb Honeysuckle,Shrub,220-2000,8/18/2000,Seed,Lonicera webbiana,Lonic. webb.,,,Collected directly from the wild; origin known,XX,,SA,"Shanghai Botanical Garden, Shanghai, China",,,,2000,351,,,,China,Gansu,,Mt. Maiji,34.5,105.833333,1400,M,,Mixed forest,,,Mountainous area,,7-NW,7,NW,42.30470657,-71.12295412,1.14,6/23/2023,Good,,6/23/2023,,,,,1.7,M,C,,,,0,,,,,
1051-83*C,1508-51,Caprifoliaceae,Weigela,japonica,,Weigela japonica var. sinica,Accepted name,"eFloras no date. Flora of China. Acanthaceae through Valerianaceae. http://www.efloras.org/volume_page.aspx?volume_id=2019&amp;flora_id=2. Missouri Botanical Garden, St. Louis, MO &amp; Harvard University Herbaria, Cambridge, MA.",,,Chinese Weigela,Shrub,1051-83,7/28/1983,Cutting,Weigela japonica var. sinica,Weig. jap. var. sinica,var.,sinica,Uncertain origin,VO,,V,"Hillier Nurseries (Winchester) Ltd., Romsey, Hants. SO5 9PA, United Kingdom",,,,,,,,,,,,,,,,,,,,,,,13-SE,13,SE,42.30206866,-71.12490274,2.9,10/12/2017,Good,,10/12/2017,,,,,2.3,M,C,,,,0,,,,,
1066-79*B,18360,Caprifoliaceae,Lonicera,ferdinandi,,Lonicera ferdinandi,Accepted name,"eFloras no date. Flora of China. Acanthaceae through Valerianaceae. http://www.efloras.org/volume_page.aspx?volume_id=2019&amp;flora_id=2. Missouri Botanical Garden, St. Louis, MO &amp; Harvard University Herbaria, Cambridge, MA.",,"Lonicera ferdinandi var. leycesterioides, Lonicera ferdinandi var. induta",Ferdinand Honeysuckle,Shrub,1066-79,10/4/1979,Cutting,Lonicera ferdinandi,Lonic. ferdinandi,,,Uncertain origin,VO,X,V,"Royal Botanic Garden Edinburgh (RBG, Edinburgh EH3 5LR, United Kingdom",,,,,,,,,,,,,,,,,,,,,,,EG-15,EG-15,,42.29936589,-71.12178173,2.11,6/7/2017,Fair,,,,,,,,,,,,,0,,,,,
1066-79*C,18360,Caprifoliaceae,Lonicera,ferdinandi,,Lonicera ferdinandi,Accepted name,"eFloras no date. Flora of China. Acanthaceae through Valerianaceae. http://www.efloras.org/volume_page.aspx?volume_id=2019&amp;flora_id=2. Missouri Botanical Garden, St. Louis, MO &amp; Harvard University Herbaria, Cambridge, MA.",,"Lonicera ferdinandi var. leycesterioides, Lonicera ferdinandi var. induta",Ferdinand Honeysuckle,Shrub,1066-79,10/4/1979,Cutting,Lonicera ferdinandi,Lonic. ferdinandi,,,Uncertain origin,VO,X,V,"Royal Botanic Garden Edinburgh (RBG, Edinburgh EH3 5LR, United Kingdom",,,,,,,,,,,,,,,,,,,,,,,EG-15,EG-15,,42.29936342,-71.12186785,2.11,6/7/2017,Good,,,,,,,,,,,,,0,,,,,
1066-79*A,18360,Caprifoliaceae,Lonicera,ferdinandi,,Lonicera ferdinandi,Accepted name,"eFloras no date. Flora of China. Acanthaceae through Valerianaceae. http://www.efloras.org/volume_page.aspx?volume_id=2019&amp;flora_id=2. Missouri Botanical Garden, St. Louis, MO &amp; Harvard University Herbaria, Cambridge, MA.",,"Lonicera ferdinandi var. leycesterioides, Lonicera ferdinandi var. induta",Ferdinand Honeysuckle,Shrub,1066-79,10/4/1979,Cutting,Lonicera ferdinandi,Lonic. ferdinandi,,,Uncertain origin,VO,X,V,"Royal Botanic Garden Edinburgh (RBG, Edinburgh EH3 5LR, United Kingdom",,,,,,,,,,,,,,,,,,,,,,,EG-15,EG-15,,42.29938771,-71.12184552,2.11,6/7/2017,Good,,,,,,,,,,,,,0,,,,,
1082-81*MASS,408-58,Caprifoliaceae,Symphoricarpos,albus,,Symphoricarpos albus,Accepted name,"New England Wild Flower Society, Haines, A. 2011. Flora Novae Angliae. A manual for identification of native and naturalized higher vascular plants of New England. Yale University Press, New Haven and London.",,,"Common Snowberry, Waxberry, Ghostberry",Shrub,1082-81,7/22/1981,Cutting,Symphoricarpos oreophilus,Symph. albus,,,Uncertain origin,VO,,V,"Gothenborg Botanical Garden, Gothenborg, Sweden",,,,,,,,,,,,,,,,,,,,,,,31-NE,31,NE,42.29951422,-71.12486121,2.8,10/17/2017,Good,,10/17/2017,,,,,1.5,M,C,,,,0,,,,,
1092-83*B,243-49,Caprifoliaceae,Lonicera,tatarica,Arnold Red,Lonicera tatarica 'Arnold Red',Accepted name,"Dirr, M.A. 1990. Manual of Woody Landscape Plants: Their Identification, Ornamental Characteristics, Culture, Propagation and Uses (Ed. 4). Champaign, IL: Stipes Publ. Co. 1007 pp.",,,Cultivar of Tatarian Honeysuckle,Shrub,1092-83,8/2/1983,Cutting,Lonicera tatarica 'Arnold Red',Lonic. tatar. 'Arnold Red',,,From a cultivated plant not of known wild origin,VO,X,V,"Arnold Arboretum, Jamaica Plain, MA, United States",,,,,,,,,,,,,,,,,,,,,,,55-NE,55,NE,42.29382855,-71.12456496,4.13,7/22/2021,Good,,7/22/2021,,,,,4.25,M,C,,,,0,,,,,
1094-83*A,448-43,Caprifoliaceae,Lonicera,standishii,Rosea,Lonicera standishii 'Rosea',Not found,,,,Cultivar of Standish Honeysuckle,Shrub,1094-83,8/1/1983,Cutting,Lonicera standishii 'Rosea',Lonic. stand. 'Rosea',,,From a cultivated plant of known (indirect) wild origin,VO,X,V,"Mr. P. C. Tsoong, Wukung, Shensi, China",,,,,,"Tsoong, P. C.",,7/15/1943,China,"Shaanxi Province [Shensi], Taipei Shan",,,,,,,,,,,,,49-NE,49,NE,42.29518723,-71.1287443,4.8,6/25/2021,Good,,6/25/2021,,,,,3.25,M,C,,,,0,,,,,
1094-83*C,448-43,Caprifoliaceae,Lonicera,standishii,Rosea,Lonicera standishii 'Rosea',Not found,,,,Cultivar of Standish Honeysuckle,Shrub,1094-83,8/1/1983,Cutting,Lonicera standishii 'Rosea',Lonic. stand. 'Rosea',,,From a cultivated plant of known (indirect) wild origin,VO,X,V,"Mr. P. C. Tsoong, Wukung, Shensi, China",,,,,,"Tsoong, P. C.",,7/15/1943,China,"Shaanxi Province [Shensi], Taipei Shan",,,,,,,,,,,,,49-NE,49,NE,42.29519194,-71.12872321,4.8,6/25/2021,Good,,6/25/2021,,,,,4,M,C,,,,0,00192731,HF,,,
1104-89*A,1104-89,Caprifoliaceae,Weigela,japonica,,Weigela japonica,Accepted name,"Iwatsuki, K., T. Yamazaki, D.E. Boufford &amp; H. Ohba 1995. Flora of Japan, Vol. IIIa. Angiospermae, Dicotyledoneae, Sympetalae(a). Kodansha Ltd. 482 pp.",,,Japanese Weigela,Shrub,1104-89,12/4/1989,Seed,Weigela japonica,Weig. japonica,,,Collected directly from the wild; origin known,,,,1989 EASTERN CHINA EXPEDITION,,,,,,"Del Tredici, P.",17,10/7/1989,China,"Zhejiang, West Tien Mu Shan Reserve - 90km West of Hangchow",,along the trail to the summit of WTMS,30.333333,119.5,1450,M,,"full sun, dwarf deciduous forest.",,,shrub to 3 m,,33-NW,33,NW,42.29928661,-71.12066432,2.5,6/4/2020,Good,,10/10/2017,,,,,2.2,M,C,,,,0,"00184180, 00174828","HF, HF",,"Ma, J., 31 Jul 1996, Weigela japonica, 2",
